num_task_per_taskset=10
num_taskset=500
//ID,Priority,Offset,Period,Execution Time
[1]
T1,0,0,28,2
T2,1,0,98,10
T3,2,0,162,6
T4,3,1,45,1
T5,4,0,168,12
T6,5,1,72,2
T7,6,0,42,1
T8,7,0,200,25
T9,8,0,70,9
T10,9,0,180,1
[2]
T1,0,1,26,2
T2,1,1,156,22
T3,2,0,117,6
T4,3,0,200,8
T5,4,0,42,1
T6,5,1,180,27
T7,6,1,108,1
T8,7,1,104,2
T9,8,0,39,2
T10,9,1,150,10
[3]
T1,0,1,184,6
T2,1,1,152,10
T3,2,1,150,1
T4,3,0,75,2
T5,4,1,60,2
T6,5,1,200,47
T7,6,1,30,3
T8,7,1,41,2
T9,8,0,92,2
T10,9,0,20,2
[4]
T1,0,1,175,3
T2,1,0,40,3
T3,2,1,76,8
T4,3,0,31,2
T5,4,0,95,15
T6,5,0,175,3
T7,6,1,182,1
T8,7,1,40,2
T9,8,1,76,7
T10,9,1,200,1
[5]
T1,0,1,88,2
T2,1,1,55,2
T3,2,0,34,2
T4,3,1,25,2
T5,4,1,32,2
T6,5,0,175,26
T7,6,1,99,7
T8,7,1,200,4
T9,8,1,154,17
T10,9,0,180,3
[6]
T1,0,1,161,19
T2,1,0,42,3
T3,2,0,184,23
T4,3,0,30,2
T5,4,1,125,5
T6,5,0,35,1
T7,6,0,75,2
T8,7,0,200,10
T9,8,0,75,6
T10,9,1,161,3
[7]
T1,0,1,189,7
T2,1,0,44,4
T3,2,1,189,4
T4,3,1,45,3
T5,4,0,120,6
T6,5,0,100,2
T7,6,1,108,3
T8,7,1,200,53
T9,8,0,170,1
T10,9,0,27,2
[8]
T1,0,0,40,2
T2,1,1,165,8
T3,2,1,196,9
T4,3,1,150,18
T5,4,0,60,2
T6,5,0,36,2
T7,6,0,30,2
T8,7,0,72,2
T9,8,1,200,17
T10,9,0,72,16
[9]
T1,0,1,112,7
T2,1,0,28,1
T3,2,0,35,3
T4,3,0,153,17
T5,4,1,200,21
T6,5,1,175,2
T7,6,1,84,4
T8,7,1,168,2
T9,8,0,119,3
T10,9,1,37,2
[10]
T1,0,1,102,5
T2,1,0,50,5
T3,2,1,65,2
T4,3,1,153,4
T5,4,0,170,4
T6,5,0,30,2
T7,6,0,200,2
T8,7,0,102,6
T9,8,1,180,27
T10,9,0,48,6
[11]
T1,0,0,36,2
T2,1,1,180,18
T3,2,1,165,6
T4,3,0,108,1
T5,4,0,56,1
T6,5,0,200,18
T7,6,1,22,3
T8,7,1,100,9
T9,8,1,21,2
T10,9,0,175,8
[12]
T1,0,1,42,9
T2,1,1,180,4
T3,2,1,72,6
T4,3,1,198,3
T5,4,1,200,5
T6,5,0,88,8
T7,6,1,162,1
T8,7,1,110,3
T9,8,0,54,3
T10,9,0,33,2
[13]
T1,0,0,20,1
T2,1,1,198,1
T3,2,1,198,21
T4,3,0,22,1
T5,4,0,77,2
T6,5,1,77,2
T7,6,1,22,3
T8,7,1,98,2
T9,8,1,198,22
T10,9,1,200,13
[14]
T1,0,0,160,3
T2,1,1,64,7
T3,2,1,111,11
T4,3,0,51,2
T5,4,0,64,4
T6,5,1,48,1
T7,6,0,192,8
T8,7,1,40,3
T9,8,1,150,4
T10,9,0,200,13
[15]
T1,0,1,200,1
T2,1,1,91,6
T3,2,0,50,1
T4,3,0,168,27
T5,4,1,78,1
T6,5,1,165,9
T7,6,0,154,10
T8,7,1,65,5
T9,8,1,50,2
T10,9,0,35,3
[16]
T1,0,0,182,5
T2,1,1,56,2
T3,2,0,30,2
T4,3,1,104,16
T5,4,1,182,5
T6,5,1,41,2
T7,6,0,192,16
T8,7,0,96,1
T9,8,1,200,2
T10,9,1,48,11
[17]
T1,0,1,65,8
T2,1,1,130,2
T3,2,0,200,1
T4,3,1,115,7
T5,4,1,25,1
T6,5,1,161,6
T7,6,1,175,19
T8,7,1,161,4
T9,8,0,46,2
T10,9,0,23,3
[18]
T1,0,1,45,1
T2,1,1,154,18
T3,2,1,180,9
T4,3,0,63,2
T5,4,1,189,6
T6,5,0,200,12
T7,6,1,33,2
T8,7,0,30,2
T9,8,0,144,18
T10,9,1,105,2
[19]
T1,0,1,55,1
T2,1,1,200,5
T3,2,0,165,5
T4,3,0,31,1
T5,4,1,80,20
T6,5,1,189,17
T7,6,1,21,2
T8,7,1,176,4
T9,8,0,42,3
T10,9,1,140,2
[20]
T1,0,1,200,28
T2,1,1,100,4
T3,2,1,56,2
T4,3,0,24,1
T5,4,0,196,14
T6,5,0,28,1
T7,6,0,42,1
T8,7,1,66,2
T9,8,1,150,19
T10,9,0,154,4
[21]
T1,0,0,35,2
T2,1,0,168,10
T3,2,1,44,4
T4,3,0,57,3
T5,4,1,200,5
T6,5,1,84,2
T7,6,0,29,5
T8,7,1,168,13
T9,8,1,175,2
T10,9,0,133,3
[22]
T1,0,1,110,4
T2,1,0,198,2
T3,2,1,50,1
T4,3,1,28,2
T5,4,0,30,3
T6,5,0,125,6
T7,6,0,180,22
T8,7,1,200,5
T9,8,1,81,6
T10,9,0,180,18
[23]
T1,0,1,105,8
T2,1,1,140,2
T3,2,1,75,6
T4,3,0,28,2
T5,4,1,198,5
T6,5,0,189,6
T7,6,0,189,6
T8,7,0,42,3
T9,8,1,22,2
T10,9,1,200,23
[24]
T1,0,1,168,13
T2,1,1,57,2
T3,2,0,32,2
T4,3,0,200,16
T5,4,1,45,2
T6,5,0,43,7
T7,6,0,57,2
T8,7,0,150,9
T9,8,1,160,4
T10,9,1,120,11
[25]
T1,0,1,180,2
T2,1,1,20,2
T3,2,1,176,11
T4,3,1,80,2
T5,4,1,48,2
T6,5,0,144,26
T7,6,0,132,2
T8,7,0,31,2
T9,8,1,200,2
T10,9,0,160,42
[26]
T1,0,1,60,2
T2,1,0,23,2
T3,2,0,198,11
T4,3,1,28,3
T5,4,1,24,2
T6,5,0,165,38
T7,6,0,200,12
T8,7,0,126,5
T9,8,1,80,2
T10,9,0,189,1
[27]
T1,0,0,41,2
T2,1,0,72,1
T3,2,1,160,1
T4,3,1,40,1
T5,4,1,184,9
T6,5,0,80,24
T7,6,1,32,2
T8,7,0,160,13
T9,8,1,200,2
T10,9,0,72,2
[28]
T1,0,1,90,10
T2,1,0,153,14
T3,2,0,102,1
T4,3,0,170,3
T5,4,1,160,1
T6,5,1,200,27
T7,6,1,30,2
T8,7,0,32,1
T9,8,1,120,5
T10,9,0,47,4
[29]
T1,0,1,154,1
T2,1,0,88,2
T3,2,1,168,3
T4,3,1,26,5
T5,4,1,25,2
T6,5,0,72,5
T7,6,1,200,5
T8,7,1,20,1
T9,8,1,90,10
T10,9,1,198,1
[30]
T1,0,0,42,3
T2,1,0,150,12
T3,2,0,23,2
T4,3,0,200,10
T5,4,0,72,3
T6,5,0,55,2
T7,6,1,24,2
T8,7,0,60,1
T9,8,1,189,34
T10,9,0,180,14
[31]
T1,0,1,120,3
T2,1,1,33,9
T3,2,0,92,8
T4,3,0,100,2
T5,4,0,150,1
T6,5,0,180,10
T7,6,0,50,1
T8,7,0,200,8
T9,8,1,48,2
T10,9,1,150,3
[32]
T1,0,0,200,45
T2,1,1,90,2
T3,2,0,48,5
T4,3,0,198,7
T5,4,1,165,4
T6,5,0,60,3
T7,6,1,33,2
T8,7,0,45,1
T9,8,0,150,3
T10,9,1,90,6
[33]
T1,0,1,200,10
T2,1,0,152,4
T3,2,0,132,20
T4,3,0,150,12
T5,4,0,132,11
T6,5,0,23,3
T7,6,1,176,6
T8,7,0,40,2
T9,8,1,144,1
T10,9,0,24,2
[34]
T1,0,0,60,9
T2,1,0,51,1
T3,2,0,34,1
T4,3,0,130,6
T5,4,0,24,2
T6,5,0,65,1
T7,6,1,200,36
T8,7,1,182,12
T9,8,1,156,3
T10,9,1,156,1
[35]
T1,0,0,55,7
T2,1,0,168,8
T3,2,1,165,11
T4,3,0,44,1
T5,4,1,88,3
T6,5,0,77,2
T7,6,0,30,4
T8,7,0,52,1
T9,8,1,175,2
T10,9,1,200,9
[36]
T1,0,1,177,26
T2,1,0,24,1
T3,2,0,150,13
T4,3,0,177,3
T5,4,0,70,4
T6,5,0,200,7
